pastTenseFraction,presentTenseFraction,futureTenseFraction,advFraction,adjFraction,pronounFraction,nounFraction,vbFration,Class,ClassBool
0.023668639053254437,0.15384615384615385,0.029585798816568046,0.11242603550295859,0.07100591715976332,0.17159763313609466,0.15976331360946747,0.05325443786982249,S,1
0.049484536082474224,0.1360824742268041,0.006185567010309278,0.088659793814433,0.05360824742268041,0.14845360824742268,0.20824742268041238,0.03917525773195876,S,1
0.058823529411764705,0.09502262443438914,0.02865761689291101,0.07390648567119155,0.06787330316742081,0.1794871794871795,0.15082956259426847,0.05279034690799397,S,1
0.08376839107736117,0.10109159943046986,0.012814428096820124,0.10536307546274323,0.04841006169909824,0.1760797342192691,0.14546748932130993,0.04318936877076412,S,1
0.025280898876404494,0.16348314606741574,0.012359550561797753,0.09325842696629214,0.056741573033707866,0.18370786516853932,0.14101123595505619,0.05393258426966292,S,1
0.08197434224831485,0.0989345509893455,0.010002174385736029,0.09393346379647749,0.04957599478147423,0.17829963035442487,0.15568601869971732,0.03674711893889976,S,1
0.09829059829059829,0.09230769230769231,0.010256410256410256,0.11452991452991453,0.04700854700854701,0.17863247863247864,0.13760683760683762,0.02905982905982906,S,1
0.06818181818181818,0.08636363636363636,0.015909090909090907,0.10681818181818181,0.06136363636363636,0.16590909090909092,0.18863636363636363,0.038636363636363635,S,1
0.07996051332675222,0.11648568608094768,0.01678183613030602,0.087857847976308,0.055281342546890426,0.2033563672260612,0.12833168805528133,0.05231984205330701,S,1
0.06536388140161725,0.11118598382749326,0.01078167115902965,0.12264150943396226,0.04784366576819407,0.15633423180592992,0.14757412398921832,0.06671159029649595,S,1
0.04755784061696658,0.12125107112253641,0.02442159383033419,0.10239931448157669,0.049271636675235646,0.1520994001713796,0.14481576692373607,0.0715509854327335,S,1
0.07868975903614457,0.09939759036144578,0.012801204819277108,0.09977409638554217,0.06325301204819277,0.1457078313253012,0.14984939759036145,0.05082831325301205,S,1
0.055239179954441914,0.11560364464692482,0.013097949886104784,0.10193621867881549,0.07915717539863326,0.15831435079726652,0.18792710706150342,0.05296127562642369,S,1
0.04532304725168756,0.1359691417550627,0.013500482160077145,0.11186113789778207,0.06364513018322084,0.14657666345226616,0.1359691417550627,0.06846673095467695,S,1
0.032849020846494,0.12255211623499684,0.006948831332912192,0.10865445356917246,0.06506632975363234,0.147820593809223,0.14592545799115603,0.04674668351231838,S,1
0.05571847507331378,0.0967741935483871,0.021994134897360705,0.1436950146627566,0.06451612903225806,0.1906158357771261,0.12023460410557185,0.07331378299120235,S,1
0.05015045135406219,0.10330992978936811,0.01905717151454363,0.07221664994984955,0.05315947843530592,0.16950852557673018,0.20561685055165496,0.05616850551654965,P,0
0.042444821731748725,0.11544991511035653,0.023769100169779286,0.11544991511035653,0.042444821731748725,0.15619694397283532,0.13752122241086587,0.06281833616298811,P,0
0.0702576112412178,0.08899297423887588,0.02576112412177986,0.0702576112412178,0.0468384074941452,0.1920374707259953,0.1686182669789227,0.06088992974238876,P,0
0.062111801242236024,0.08074534161490683,0.009316770186335404,0.06987577639751552,0.049689440993788817,0.11180124223602485,0.2329192546583851,0.04813664596273292,P,0
0.05510752688172043,0.08064516129032258,0.01478494623655914,0.08064516129032258,0.043010752688172046,0.15053763440860216,0.22446236559139784,0.06451612903225806,P,0
0.057087566521528785,0.1069182389937107,0.021286889211417512,0.08611514271891631,0.06337687469762941,0.17126269956458637,0.15916787614900824,0.06627963231736816,P,0
0.05995388162951576,0.10607225211375865,0.010760953112990008,0.05764796310530361,0.07686395080707148,0.14066102997694083,0.20445810914681015,0.04919292851652575,P,0
0.09398907103825137,0.08415300546448087,0.022950819672131147,0.08961748633879782,0.04918032786885246,0.17486338797814208,0.15300546448087432,0.05027322404371585,P,0
0.07874015748031496,0.12598425196850394,0.010498687664041995,0.07874015748031496,0.06299212598425197,0.12073490813648294,0.18110236220472442,0.04199475065616798,P,0
0.021693491952414275,0.12526242127361792,0.02099370188943317,0.09027291812456263,0.08257522743177047,0.1357592722183345,0.1847445766270119,0.05108467459762071,P,0
0.015126050420168067,0.13781512605042018,0.023529411764705882,0.09243697478991597,0.058823529411764705,0.15126050420168066,0.16302521008403362,0.0907563025210084,P,0
0.08772687986171132,0.06957649092480553,0.01296456352636128,0.08167675021607605,0.07087294727744166,0.12316335350043216,0.19403630077787382,0.05445116681071737,P,0
0.09548254620123203,0.06673511293634497,0.008213552361396304,0.10780287474332649,0.09753593429158111,0.09342915811088295,0.26386036960985626,0.02053388090349076,P,0
0.06238003838771593,0.07965451055662189,0.003838771593090211,0.0671785028790787,0.06333973128598848,0.10460652591170826,0.2533589251439539,0.029750479846449136,P,0
0.05921052631578947,0.09649122807017543,0.02850877192982456,0.06359649122807018,0.07456140350877193,0.15350877192982457,0.20175438596491227,0.05921052631578947,P,0
0.0629800307219662,0.12186379928315412,0.008704557091653867,0.0855094726062468,0.05427547363031234,0.148489503328213,0.17255504352278545,0.05222734254992319,P,0
0.06832298136645963,0.09440993788819876,0.012836438923395446,0.07536231884057971,0.04679089026915114,0.14078674948240166,0.18633540372670807,0.05093167701863354,P,0
